show_id,type,title,director,cast,country,rating,release_year,day_added,month_added,year_added,duration_value,duration_type,listed_in
s4624,TV SHOW,SKYLANDERS ACADEMY,N/S,"JUSTIN LONG, ASHLEY TISDALE, JONATHAN BANKS, CHRIS DIAMANTOPOULOS, BOBCAT GOLDTHWAIT, RICHARD STEVEN HORVITZ, NORM MACDONALD, DANIEL MIDDLETON, CATHERINE O'HARA, PARKER POSEY, JONNY REES, JASON RITTER, SUSAN SARANDON, HARLAND WILLIAMS, DANIEL WU, DEE BRADLEY BAKER, CHRIS COX, JIM CUMMINGS, FELICIA DAY, JOHN DIMAGGIO, GREY GRIFFIN","SOUTH KOREA, UNITED STATES",TV-Y7,2018,28.0,9.0,2018.0,3,SEASONS,"KIDS' TV, TV COMEDIES"
s4625,MOVIE,THE 3RD EYE,ROCKY SORAYA,"JESSICA MILA, DENNY SUMARGO, CITRA PRIMA, BIANCA HELLO, EPY KUSNANDAR, ANITA HARA, DERRY DRAJAT, VOKE VICTORIA, SHOFIA SHIREEN, AFDHAL YUSMAN",INDONESIA,TV-MA,2018,28.0,9.0,2018.0,108,MIN,"HORROR MOVIES, INTERNATIONAL MOVIES"
s4626,MOVIE,TWO CATALONIAS,"ÁLVARO LONGORIA, GERARDO OLIVARES",N/S,SPAIN,TV-MA,2018,28.0,9.0,2018.0,117,MIN,"DOCUMENTARIES, INTERNATIONAL MOVIES"
s4627,MOVIE,IN DARKNESS,ANTHONY BYRNE,"NATALIE DORMER, ED SKREIN, EMILY RATAJKOWSKI, NEIL MASKELL, JAN BIJVOET, JAMES COSMO, JOELY RICHARDSON","UNITED KINGDOM, UNITED STATES",TV-MA,2018,22.0,9.0,2018.0,101,MIN,"INDEPENDENT MOVIES, INTERNATIONAL MOVIES, THRILLERS"
s4628,TV SHOW,BATTLEFISH,N/S,N/S,N/S,TV-MA,2018,21.0,9.0,2018.0,1,SEASONS,"REALITY TV, SCIENCE & NATURE TV, TV ACTION & ADVENTURE"
s4629,TV SHOW,DRAGON PILOT: HISONE & MASOTAN,N/S,"MISAKI KUNO, TOMOYO KUROSAWA, MAKI KAWASE, SATOMI ARAI, KAORI NAZUKA, ROMI PARK, YUKI KAJI, YUKITOSHI TOKUMOTO, RIE KUGIMIYA, JUNICHI SUWABE, JOUJI NAKATA",JAPAN,TV-14,2018,21.0,9.0,2018.0,1,SEASONS,"ANIME SERIES, INTERNATIONAL TV SHOWS"
s4630,TV SHOW,MANIAC,N/S,"EMMA STONE, JONAH HILL, JUSTIN THEROUX, SALLY FIELD, GABRIEL BYRNE, SONOYA MIZUNO, JULIA GARNER, BILLY MAGNUSSEN, JEMIMA KIRKE",UNITED STATES,TV-MA,2018,21.0,9.0,2018.0,1,SEASONS,"TV COMEDIES, TV DRAMAS, TV MYSTERIES"
s4631,MOVIE,QUINCY,"RASHIDA JONES, ALAN HICKS",QUINCY JONES,UNITED STATES,TV-MA,2018,21.0,9.0,2018.0,124,MIN,"DOCUMENTARIES, MUSIC & MUSICALS"
s4632,MOVIE,RAFINHA BASTOS: ULTIMATUM,N/S,RAFINHA BASTOS,BRAZIL,TV-MA,2018,21.0,9.0,2018.0,63,MIN,STAND-UP COMEDY
s4633,TV SHOW,THE GOOD COP,N/S,"TONY DANZA, JOSH GROBAN, MONICA BARBARO, ISIAH WHITLOCK JR.",UNITED STATES,TV-14,2018,21.0,9.0,2018.0,1,SEASONS,"CRIME TV SHOWS, TV COMEDIES, TV DRAMAS"
s4634,TV SHOW,MOBILE SUIT GUNDAM UC,N/S,"KOUKI UCHIYAMA, AYUMI FUJIMURA, HIRO SHIMONO, HARUKA TOMATSU, DAISUKE NAMIKAWA, MEGUMI TOYOGUCHI, YUHKO KAIDA, SHUICHI IKEDA, TETSUYA KAKIHARA",JAPAN,TV-PG,2014,20.0,9.0,2018.0,1,SEASONS,"ANIME SERIES, INTERNATIONAL TV SHOWS"
s4635,TV SHOW,TRANSFORMERS: RESCUE BOTS,N/S,"LACEY CHABERT, ELAN GARFIAS, MAURICE LAMARCHE, JASON MARSDEN, SHANNON MCKAIN, STEVE BLUM, PARVESH CHEENA, D.C. DOUGLAS, IMARI WILLIAMS, LEVAR BURTON, DIAMOND WHITE","CANADA, UNITED STATES",TV-Y7,2016,19.0,9.0,2018.0,1,SEASONS,KIDS' TV
s4636,TV SHOW,AL HAYBA,N/S,"TAIM HASAN, NADINE NASSIB NJEIM, ABDO CHAHINE, OWEISS MKHALLALATI, MONA WASSEF",LEBANON,TV-14,2017,15.0,9.0,2018.0,1,SEASONS,"CRIME TV SHOWS, INTERNATIONAL TV SHOWS, TV DRAMAS"
s4637,TV SHOW,AMERICAN VANDAL,N/S,"TYLER ALVAREZ, GRIFFIN GLUCK, JIMMY TATRO, CAMILLE HYDE, LOU WILSON, EDUARDO FRANCO, JESSICA JUAREZ, CAMILLE RAMSEY, CALUM WORTHY, G. HANNELIUS, KARLY ROTHENBERG",UNITED STATES,TV-MA,2018,14.0,9.0,2018.0,2,SEASONS,"CRIME TV SHOWS, TV COMEDIES, TEEN TV SHOWS"
s4638,TV SHOW,BOCA JUNIORS CONFIDENTIAL,N/S,N/S,N/S,TV-PG,2018,14.0,9.0,2018.0,1,SEASONS,"DOCUSERIES, INTERNATIONAL TV SHOWS, SPANISH-LANGUAGE TV SHOWS"
s4639,TV SHOW,INGOBERNABLE,N/S,"KATE DEL CASTILLO, ERÉNDIRA IBARRA, ALBERTO GUERRA, ERIK HAYSER, LUIS ROBERTO GUZMÁN, ÁLVARO GUERRERO, AIDA LÓPEZ, FERNANDO LUJÁN, MAXI IGLESIAS, MARIANNA BURELLI, MARIA DEL CARMEN FARÍAS, TAMARA MAZARRAZA, MARINA DE TAVIRA, MARCO ANTONIO TREVIÑO, ALICIA JAZIZ, HAROLD TORRES, ALESSIO VALENTINI, DIEGO CADAVID, HERNÁN DEL RIEGO",MEXICO,TV-MA,2018,14.0,9.0,2018.0,2,SEASONS,"CRIME TV SHOWS, INTERNATIONAL TV SHOWS, SPANISH-LANGUAGE TV SHOWS"
s4640,TV SHOW,NORM MACDONALD HAS A SHOW,N/S,N/S,UNITED STATES,TV-MA,2018,14.0,9.0,2018.0,1,SEASONS,"STAND-UP COMEDY & TALK SHOWS, TV COMEDIES"
s4641,TV SHOW,SUPER MONSTERS MONSTER PARTY,N/S,"ELYSE MALOWAY, VINCENT TONG, ERIN MATTHEWS, ANDREA LIBMAN, ALESSANDRO JULIANI, NICOLE ANTHONY, IAN JAMES CORLETT, BRITT MCKILLIP, KATHLEEN BARR, DIANA KAARINA",N/S,TV-Y,2018,14.0,9.0,2018.0,1,SEASONS,KIDS' TV
s4642,MOVIE,THE ANGEL,ARIEL VROMEN,"MARWAN KENZARI, HANNAH WARE, TOBY KEBBELL, WALEED ZUAITER, MAISA ABD ELHADI, SASSON GABAI, MICKEY LEON, ORI PFEFFER, SLIMANE DAZI","ISRAEL, UNITED STATES",TV-MA,2018,14.0,9.0,2018.0,114,MIN,"DRAMAS, INTERNATIONAL MOVIES, THRILLERS"
s4643,MOVIE,THE LAND OF STEADY HABITS,NICOLE HOLOFCENER,"BEN MENDELSOHN, EDIE FALCO, CONNIE BRITTON, THOMAS MANN, BILL CAMP, ELIZABETH MARVEL, CHARLIE TAHAN, MICHAEL GASTON, JOSH PAIS",UNITED STATES,TV-MA,2018,14.0,9.0,2018.0,98,MIN,"COMEDIES, DRAMAS, INDEPENDENT MOVIES"
s4644,TV SHOW,THE RISE OF PHOENIXES,N/S,"CHEN KUN, NI NI, ZHAO LIXIN, NI DAHONG, YUAN HONG, WANG OU, BAI JINTING, ZHANG XIAOCHEN, MEI TING, LIU MINTAO, YU MINGJIA, HOU YANSONG, HAI YITIAN, SHI AN, SHAO TONG",CHINA,TV-14,2018,14.0,9.0,2018.0,1,SEASONS,"INTERNATIONAL TV SHOWS, ROMANTIC TV SHOWS, TV ACTION & ADVENTURE"
s4645,MOVIE,REVERSING ROE,N/S,"RICKI STERN, ANNIE SUNDBERG",UNITED STATES,TV-14,2018,13.0,9.0,2018.0,100,MIN,DOCUMENTARIES
s4646,TV SHOW,LIFE,N/S,"LEE DONG-WOOK, CHO SEUNG-WOO, WON JIN-AH, LEE KYU-HYUNG, MOON SUNG-KEUN, YOO JAE-MYUNG, MOON SO-RI, CHUN HO-JIN",SOUTH KOREA,TV-MA,2018,12.0,9.0,2018.0,1,SEASONS,"INTERNATIONAL TV SHOWS, KOREAN TV SHOWS, TV DRAMAS"
s4647,MOVIE,ON MY SKIN,ALESSIO CREMONINI,"ALESSANDRO BORGHI, JASMINE TRINCA, MILVIA MARIGLIANO, MAX TORTORA",ITALY,TV-MA,2018,12.0,9.0,2018.0,100,MIN,"DRAMAS, INTERNATIONAL MOVIES"
s4648,TV SHOW,DANIEL SLOSS: LIVE SHOWS,N/S,DANIEL SLOSS,UNITED STATES,TV-MA,2018,11.0,9.0,2018.0,1,SEASONS,"STAND-UP COMEDY & TALK SHOWS, TV COMEDIES"
s4649,TV SHOW,IF I WERE AN ANIMAL,N/S,"ZACHARY YOUNG, FLEUR DELAHUNTY",N/S,TV-G,2018,11.0,9.0,2018.0,1,SEASONS,"DOCUSERIES, KIDS' TV, SCIENCE & NATURE TV"
s4650,MOVIE,THE RESISTANCE BANKER,JORAM LÜRSEN,"BARRY ATSMA, JACOB DERWIG, PIERRE BOKMA, JAAP SPIJKERS, RAYMOND THIRY, FOCKELINE OUWERKERK, MATTEO VAN DER GRIJN, JOCHUM TEN HAAF, PETER JORDAN, GÖTZ SCHUBERT",NETHERLANDS,TV-MA,2018,11.0,9.0,2018.0,123,MIN,"DRAMAS, INTERNATIONAL MOVIES"
s4651,TV SHOW,SHOW ME THE MONEY,N/S,"AFDLIN SHAUKI, PATRICK TEOH, MANO MANIAM, RASHID SALLEH, SOEFIRA JAAFAR, NELL NG, JULIANA IBRAHIM, WANDY SHE",N/S,TV-14,2004,9.0,9.0,2018.0,2,SEASONS,"INTERNATIONAL TV SHOWS, TV COMEDIES"
s4652,TV SHOW,TRANSFORMERS PRIME,N/S,"PETER CULLEN, SUMALEE MONTANO, FRANK WELKER, JEFFREY COMBS, KEVIN MICHAEL RICHARDSON, TANIA GUNADI, JOSH KEATON, STEVE BLUM, ANDY PESSOA, ERNIE HUDSON, DARAN NORRIS, WILL FRIEDLE",UNITED STATES,TV-Y7,2013,8.0,9.0,2018.0,1,SEASONS,KIDS' TV
s4653,TV SHOW,TRANSFORMERS: ROBOTS IN DISGUISE,N/S,"WILL FRIEDLE, DARREN CRISS, CONSTANCE ZIMMER, KHARY PAYTON, MITCHELL WHITFIELD, STUART ALLAN, TED MCGINLEY, PETER CULLEN",UNITED STATES,TV-Y7,2016,8.0,9.0,2018.0,1,SEASONS,KIDS' TV
s4654,MOVIE,CITY OF JOY,MADELEINE GAVIN,N/S,"UNITED STATES,",TV-MA,2018,7.0,9.0,2018.0,77,MIN,DOCUMENTARIES
s4655,TV SHOW,FIRST AND LAST,N/S,N/S,N/S,TV-MA,2018,7.0,9.0,2018.0,1,SEASONS,DOCUSERIES
s4656,TV SHOW,MARVEL'S IRON FIST,N/S,"FINN JONES, JESSICA HENWICK, DAVID WENHAM, JESSICA STROUP, TOM PELPHREY",UNITED STATES,TV-MA,2018,7.0,9.0,2018.0,2,SEASONS,"CRIME TV SHOWS, TV ACTION & ADVENTURE, TV DRAMAS"
s4657,MOVIE,NEXT GEN,"KEVIN R. ADAMS, JOE KSANDER","JOHN KRASINSKI, CHARLYNE YI, JASON SUDEIKIS, MICHAEL PEÑA, DAVID CROSS, CONSTANCE WU","CHINA, CANADA, UNITED STATES",TV-PG,2018,7.0,9.0,2018.0,106,MIN,"CHILDREN & FAMILY MOVIES, COMEDIES, SCI-FI & FANTASY"
s4658,MOVIE,SIERRA BURGESS IS A LOSER,IAN SAMUELS,"SHANNON PURSER, KRISTINE FROSETH, RJ CYLER, NOAH CENTINEO, LORETTA DEVINE, GIORGIA WHIGHAM, ALICE LEE, LEA THOMPSON, ALAN RUCK, MARY PAT GLEASON, CHRISSY METZ",UNITED STATES,PG-13,2018,7.0,9.0,2018.0,106,MIN,"COMEDIES, ROMANTIC MOVIES"
s4659,TV SHOW,STRETCH ARMSTRONG & THE FLEX FIGHTERS,N/S,"SCOTT MENVILLE, STEVEN YEUN, OGIE BANKS, WIL WHEATON, KEITH DAVID, MIGUEL FERRER, DAVID KAYE, KATE MULGREW, NAZNEEN CONTRACTOR, FELICIA DAY",UNITED STATES,TV-Y7,2018,7.0,9.0,2018.0,2,SEASONS,KIDS' TV
s4660,MOVIE,THE MOST ASSASSINATED WOMAN IN THE WORLD,FRANCK RIBIÈRE,"ANNA MOUGLALIS, NIELS SCHNEIDER, ANDRÉ WILMS, MICHEL FAU, SISSI DUPARC, JEAN-MICHEL BALTHAZAR, JULIE RECOING, ERIC GODON, MAYA COLINE, CONSTANCE DOLLÉ","BELGIUM, UNITED KINGDOM, UNITED STATES",TV-MA,2018,7.0,9.0,2018.0,102,MIN,"DRAMAS, INTERNATIONAL MOVIES, THRILLERS"
s4661,MOVIE,PK,RAJKUMAR HIRANI,"AAMIR KHAN, ANUSKHA SHARMA, SANJAY DUTT, SAURABH SHUKLA, PARIKSHAT SAHNI, SUSHANT SINGH RAJPUT, BOMAN IRANI, RUKHSAR",INDIA,TV-14,2014,6.0,9.0,2018.0,146,MIN,"COMEDIES, DRAMAS, INTERNATIONAL MOVIES"
s4662,MOVIE,THE DEBT COLLECTOR,JESSE V. JOHNSON,"SCOTT ADKINS, LOUIS MANDYLOR, VLADIMIR KULICH, MICHAEL PARÉ, RACHEL BRANN, SELINA LO, TONY TODD","UNITED KINGDOM, UNITED STATES",TV-MA,2018,3.0,9.0,2018.0,96,MIN,ACTION & ADVENTURE
s4663,TV SHOW,MONKEY TWINS,N/S,"PHAKIN KHAMWILAISAK, SUMRET MUENGPUT, ALISA KUNKWAENG, ZOZEEN PANYANUT JIRAROTTANAKASEM, AKARAT NIMITCHAI, WARAWUT POYIM, VITHAYA PANSRINGARM, PHUTHARIT PROMBANDAL, KAZU PATRICK TANG",THAILAND,TV-MA,2018,2.0,9.0,2018.0,1,SEASONS,"CRIME TV SHOWS, INTERNATIONAL TV SHOWS, TV ACTION & ADVENTURE"
s4664,TV SHOW,QUANTICO,N/S,"PRIYANKA CHOPRA, JOSH HOPKINS, JAKE MCLAUGHLIN, AUNJANUE ELLIS, YASMINE AL MASSRI, JOHANNA BRADDY, TATE ELLINGTON, GRAHAM ROGERS, ANABELLE ACOSTA, RUSSELL TOVEY, BLAIR UNDERWOOD, PEARL THUSI",UNITED STATES,TV-14,2018,2.0,9.0,2018.0,3,SEASONS,"CRIME TV SHOWS, TV DRAMAS, TV MYSTERIES"
s4665,TV SHOW,AGE OF REBELLION,PETER HO,"PETER HO, JEANINE YANG, TAMMY CHEN, JASON TSOU, CHANG TING-HU, NANA LEE, NIEN HSUAN WU",TAIWAN,TV-MA,2018,1.0,9.0,2018.0,1,SEASONS,"CRIME TV SHOWS, INTERNATIONAL TV SHOWS, TV DRAMAS"
s4666,MOVIE,CARBON,OLIVIER MARCHAL,"BENOÎT MAGIMEL, GRINGE, IDIR CHENDER, LAURA SMET, MICHAËL YOUN, DANI, PATRICK CATALIFO, GÉRARD DEPARDIEU","FRANCE, BELGIUM",TV-MA,2017,1.0,9.0,2018.0,104,MIN,"DRAMAS, INTERNATIONAL MOVIES, THRILLERS"
s4667,MOVIE,GARBAGE,QAUSHIQ MUKHERJEE,"TANMAY DHANANIA, TRIMALA ADHIKARI, SATARUPA DAS, SATCHIT PURANIK, GITANJALI DANG, SHRUTI VISWAN, NIKHIL CHOPRA, KRISH MOITRA",INDIA,TV-MA,2018,1.0,9.0,2018.0,109,MIN,"DRAMAS, INDEPENDENT MOVIES, INTERNATIONAL MOVIES"
s4668,MOVIE,​​KUCH BHEEGE ALFAAZ,ONIR,"GEETANJALI THAPA, ZAIN KHAN DURRANI, SHRAY RAI TIWARI, MONA AMBEGAONKAR, CHANDREYEE GHOSH, BARUN CHANDA, SAHEB BHATTACHARJEE, SHEFALI CHAUHAN",INDIA,TV-14,2018,1.0,9.0,2018.0,110,MIN,"DRAMAS, INDEPENDENT MOVIES, INTERNATIONAL MOVIES"
s4669,MOVIE,LOVE AND SHUKLA,JATLA SIDDARTHA,"SAHARSH KUMAR SHUKLA, TANEEA RAJAWAT, HIMA SINGH, APARNA UPADHYAY, LOKNATH TIWARI, SAMBHAJI SASANE",INDIA,TV-MA,2017,1.0,9.0,2018.0,110,MIN,"DRAMAS, INDEPENDENT MOVIES, INTERNATIONAL MOVIES"
s4670,MOVIE,ONCE AGAIN,KANWAL SETHI,"SHEFALI SHAH, NEERAJ KABI, RASIKA DUGAL, BIDITA BAG, PRIYANSHU PAINYULI, BHAGWAN TIWARI","INDIA, GERMANY, AUSTRIA",TV-PG,2018,1.0,9.0,2018.0,101,MIN,"DRAMAS, INDEPENDENT MOVIES, INTERNATIONAL MOVIES"
s4671,TV SHOW,SISTERS,N/S,"LUCY DURACK, ANTONIA PREBBLE, MARIA ANGELICO, DAN SPIELMAN, CHARLIE GARBER, LINDSAY FARRIS, ZINDZI OKENYO, CATHERINE MCCLEMENTS, ROY BILLING, MAGDA SZUBANSKI",AUSTRALIA,TV-MA,2018,1.0,9.0,2018.0,1,SEASONS,"INTERNATIONAL TV SHOWS, TV COMEDIES, TV DRAMAS"
s4672,MOVIE,SPARRING,SAMUEL JOUY,"MATHIEU KASSOVITZ, OLIVIA MERILAHTI, SOULEYMANE M'BAYE, BILLIE BLAIN, MALIK BINE, ZAKARIYA GOURAM, JOLENTE DE KEERSMAEKER, LYES SALEM, ALI LABIDI, DAVID SARACINO",FRANCE,TV-MA,2017,1.0,9.0,2018.0,94,MIN,"DRAMAS, INTERNATIONAL MOVIES, SPORTS MOVIES"
s4673,TV SHOW,CATHEDRAL OF THE SEA,N/S,"DANIEL GRAO, GINÉS GARCÍA MILLÁN, ÓSCAR HERNÁNDEZ, ALAIN HERNÁNDEZ, NORA NAVAS, LUCÍA DÍEZ, JORGE KENT, ALI EL AZIZ, JULIA CARNERO, DAVID VENANCIO MURO, JONÁS BERAMÍ, HUGO ARBUES, NATALIA DE MOLINA",SPAIN,TV-MA,2017,31.0,8.0,2018.0,1,SEASONS,"INTERNATIONAL TV SHOWS, SPANISH-LANGUAGE TV SHOWS, TV DRAMAS"
s4674,TV SHOW,INSIDE THE CRIMINAL MIND,N/S,N/S,"UNITED STATES, CZECH REPUBLIC",TV-MA,2018,31.0,8.0,2018.0,1,SEASONS,"CRIME TV SHOWS, DOCUSERIES, INTERNATIONAL TV SHOWS"
s4675,TV SHOW,THE COMEDY LINEUP,N/S,"MICHELLE BUTEAU, IAN KARMEL, TAYLOR TOMLINSON, SAM JAY, PHIL WANG, SABRINA JALEES, JAK KNIGHT, TIM DILLON",UNITED STATES,TV-MA,2018,31.0,8.0,2018.0,2,SEASONS,"STAND-UP COMEDY & TALK SHOWS, TV COMEDIES"
s4676,MOVIE,THE LAWS OF THERMODYNAMICS,MATEO GIL,"VITO SANZ, BERTA VÁZQUEZ, CHINO DARÍN, VICKY LUENGO, ANDREA ROS, IRENE ESCOLAR, JOSEP MARIA POU, DANIEL SÁNCHEZ ARÉVALO",SPAIN,TV-MA,2018,31.0,8.0,2018.0,101,MIN,"COMEDIES, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s4677,TV SHOW,ULTIMATE BEASTMASTER,N/S,"TIKI BARBER, CHRIS DISTEFANO, FRANCESCO FACCHINETTI, BIANCA BALTI, VIDYUT JAMMWAL, SARAH-JANE DIAS, BIN GU, QINYI DU, PAULA VÁZQUEZ, SAÚL CRAVIOTTO, GILLES MARINI, SANDY HERIBERT, TERRY CREWS, CHARISSA THOMPSON, YUJI KONDO, SAYAKA AKIMOTO, LUKE MOCKRIDGE, HANS SARPEI, KYUNG-SEOK SEO, KYEONG-RIM PARK, LUIS ERNESTO FRANCO, INÉS SAINZ, RAFINHA BASTOS, ANDERSON SILVA, SYLVESTER STALLONE","UNITED STATES, BRAZIL, SOUTH KOREA, MEXICO, JAPAN, GERMANY",TV-PG,2018,31.0,8.0,2018.0,3,SEASONS,REALITY TV
s4678,TV SHOW,ULTIMATE BEASTMASTER MÉXICO,N/S,"LUIS ERNESTO FRANCO, INÉS SAINZ, TIKI BARBER, CHRIS DISTEFANO, FRANCESCO FACCHINETTI, BIANCA BALTI, VIDYUT JAMMWAL, SARAH-JANE DIAS, BIN GU, QINYI DU, PAULA VÁZQUEZ, SAÚL CRAVIOTTO, GILLES MARINI, SANDY HERIBERT, TERRY CREWS, CHARISSA THOMPSON, YUJI KONDO, SAYAKA AKIMOTO, LUKE MOCKRIDGE, HANS SARPEI, KYUNG-SEOK SEO, KYEONG-RIM PARK, RAFINHA BASTOS, ANDERSON SILVA, SYLVESTER STALLONE",N/S,TV-PG,2018,31.0,8.0,2018.0,3,SEASONS,"REALITY TV, SPANISH-LANGUAGE TV SHOWS"
s4679,TV SHOW,UNDERCOVER LAW,N/S,"VIÑA MACHADO, JUANA DEL RÍO, LUNA BAXTER, VALERIA GÁLVIZ, TOMMY VASQUEZ, LUIS MESA, KATHERINE VÉLEZ, JUAN MANUEL MENDOZA, PATRICK DELMAS, RICARDO VESGA, TOTO VEGA",COLOMBIA,TV-MA,2017,31.0,8.0,2018.0,1,SEASONS,"CRIME TV SHOWS, INTERNATIONAL TV SHOWS, SPANISH-LANGUAGE TV SHOWS"
s4680,MOVIE,NAAM SHABANA,SHIVAM NAIR,"TAPSEE PANNU, AKSHAY KUMAR, MANOJ BAJPAYEE, PRITHVIRAJ SUKUMARAN, DANNY DENZONGPA, ANUPAM KHER, ZAKIR HUSSAIN, VIRENDRA SAXENDA",INDIA,TV-14,2017,28.0,8.0,2018.0,141,MIN,"ACTION & ADVENTURE, INTERNATIONAL MOVIES"
s4681,MOVIE,QARIB QARIB SINGLLE,TANUJA CHANDRA,"IRRFAN KHAN, PARVATHY, NEHA DHUPIA, PUSHTII SHAKTI, LUKE KENNY, SIDDHARTH MENON, BAJRANGBALI SINGH, BRIJENDRA KALA",INDIA,TV-14,2017,28.0,8.0,2018.0,120,MIN,"COMEDIES, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s4682,MOVIE,SPYDER,A.R. MURUGADOSS,"MAHESH BABU, RAKUL PREET SINGH, S.J. SURYA, BHARATH SRINIVASAN, PRIYADARSHI PULLIKONDA, RJ BALAJI",INDIA,TV-14,2017,28.0,8.0,2018.0,140,MIN,"ACTION & ADVENTURE, INTERNATIONAL MOVIES"
s4683,TV SHOW,CHICKEN SOUP FOR THE SOUL'S BEING DAD,N/S,N/S,UNITED STATES,TV-MA,2018,27.0,8.0,2018.0,1,SEASONS,DOCUSERIES
s4684,MOVIE,MARIA BAMFORD: THE SPECIAL SPECIAL SPECIAL,JORDAN BRADY,"MARIA BAMFORD, WAYNE FEDERMAN, JACKIE KASHIAN",UNITED STATES,TV-MA,2012,25.0,8.0,2018.0,50,MIN,STAND-UP COMEDY
s4685,MOVIE,BERT KREISCHER: SECRET TIME,TODD BIERMANN,BERT KREISCHER,N/S,TV-MA,2018,24.0,8.0,2018.0,57,MIN,STAND-UP COMEDY
s4686,TV SHOW,GHOUL,PATRICK GRAHAM,"RADHIKA APTE, MANAV KAUL, RATNABALI BHATTACHARJEE, MAHESH BALRAJ",INDIA,TV-MA,2018,24.0,8.0,2018.0,1,SEASONS,"INTERNATIONAL TV SHOWS, TV DRAMAS, TV HORROR"
s4687,MOVIE,ONE LAST SHOT,MIKE CLATTENBURG,"ROBB WELLS, JOHN PAUL TREMBLAY, JOHN DUNSWORTH",CANADA,TV-MA,1998,24.0,8.0,2018.0,31,MIN,COMEDIES
s4688,TV SHOW,TAKE MY BROTHER AWAY,HAN QING,"SUN QIAN, JOSEPH ZENG, LV XIAO YU, HU YONG TAO, WANG XU DONG, MA BAI QUAN",CHINA,TV-14,2018,24.0,8.0,2018.0,1,SEASONS,"INTERNATIONAL TV SHOWS, TV COMEDIES, TV DRAMAS"
s4689,MOVIE,THE AFTER PARTY,IAN EDELMAN,"KYLE HARVEY, HARRISON HOLZER, TEYANA TAYLOR, SHELLEY HENNIG, WIZ KHALIFA, BLAIR UNDERWOOD, JORDAN ROCK, AMIN JOSEPH, ANDY BUCKLEY, JAMIE CHOI",UNITED STATES,TV-MA,2018,24.0,8.0,2018.0,90,MIN,"COMEDIES, MUSIC & MUSICALS"
s4690,TV SHOW,THE INNOCENTS,N/S,"SORCHA GROUNDSELL, PERCELLE ASCOTT, GUY PEARCE, SAM HAZELDINE, NADINE MARSHALL, JÓHANNES HAUKUR JÓHANNESSON, LAURA BIRN, INGUNN BEATE ØYEN, ARTHUR HUGHES, TROND FAUSA, LISE RISOM OLSEN, PHILIP WRIGHT",UNITED KINGDOM,TV-MA,2018,24.0,8.0,2018.0,1,SEASONS,"BRITISH TV SHOWS, INTERNATIONAL TV SHOWS, ROMANTIC TV SHOWS"
s4691,MOVIE,BAREILLY KI BARFI,ASHWINY IYER TIWARI,"AYUSHMANN KHURRANA, KRITI SANON, RAJKUMMAR RAO, PANKAJ TRIPATHI, SEEMA PAHWA, ROHIT CHAUDHURY, SWATI SEMWAL",INDIA,TV-14,2017,21.0,8.0,2018.0,110,MIN,"COMEDIES, DRAMAS, INTERNATIONAL MOVIES"
s4692,MOVIE,MERSAL,ATLEE KUMAR,"JOSEPH VIJAY, S.J. SURYA, KAJAL AGGARWAL, SAMANTHA RUTH PRABHU, NITHYA MENON, VADIVELU, SATHYARAJ",INDIA,TV-14,2017,21.0,8.0,2018.0,162,MIN,"ACTION & ADVENTURE, DRAMAS, INTERNATIONAL MOVIES"
s4693,MOVIE,MOM,RAVI UDYAWAR,"SRIDEVI, AKSHAYE KHANNA, SAJAL ALI, NAWAZUDDIN SIDDIQUI, ADNAN SIDDIQUI, PITOBASH, ABHIMANYU SINGH, VIKAS VERMA",INDIA,TV-14,2017,21.0,8.0,2018.0,139,MIN,"DRAMAS, INTERNATIONAL MOVIES, THRILLERS"
s4694,MOVIE,PAD MAN,R. BALKI,"AKSHAY KUMAR, SONAM KAPOOR, RADHIKA APTE, JYOTI SUBHASH, URMILA MAHANTA, SUNEEL SINHA, SANJAY SINGH, RAKESH CHATURVEDI OM",INDIA,PG-13,2018,21.0,8.0,2018.0,130,MIN,"DRAMAS, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s4695,MOVIE,TOILET: EK PREM KATHA,SHREE NARAYAN SINGH,"AKSHAY KUMAR, BHUMI PEDNEKAR, DIVYENDU SHARMA, ATUL SRIVASTAVA, ANUPAM KHER, AYESHA RAZA MISHRA, MUKESH S BHATT, SHUBHA KHOTE, SUDHIR PANDEY",INDIA,TV-14,2017,21.0,8.0,2018.0,145,MIN,"COMEDIES, DRAMAS, INTERNATIONAL MOVIES"
s4696,MOVIE,PARTY MONSTER: SCRATCHING THE SURFACE,N/S,"ELLIE KEMPER, JANE KRAKOWSKI, TITUSS BURGESS, CAROL KANE, JON HAMM, BOBBY MOYNIHAN, LAUREN ADAMS, SARA CHASE, SOL MIRANDA, DEREK KLENA, AIDY BRYANT",UNITED STATES,TV-14,2018,17.0,8.0,2018.0,33,MIN,COMEDIES
s4697,TV SHOW,STAY HERE,N/S,"GENEVIEVE GORDER, PETER LORIMER",UNITED STATES,TV-PG,2018,17.0,8.0,2018.0,1,SEASONS,REALITY TV
